"","ex=0.2,uc=-0.07","ex=0.2,uc=-0.08","ex=0.2,uc=-0.09","ex=0.3,uc=-0.07","ex=0.3,uc=-0.08","ex=0.3,uc=-0.09","ex=0.4,uc=-0.07","ex=0.4,uc=-0.08","ex=0.4,uc=-0.09"
"1",-5.6733776600856,-2.18126061350526,-10.4887248332,-2.01224006168791,-4.18359826619321,-0.495297525946417,-5.53762391754157,1.04377824027008,1.80588895107482
"2",-4.06714446740196,-5.97620995294109,-12.0422260868023,0.66206810346147,-0.976411477608997,-8.28607036834849,-1.42112091122612,-4.20727144375007,0.707001101771131
"3",-1.4277281366703,-0.756322283345604,1.38938403366993,-4.41121956095542,-0.587282354152865,8.48658175051658,-4.17701001669249,-5.63897519708918,-0.822334203020985
"4",-7.47563778400325,-3.15388330462592,-11.515896133449,-0.774377734614854,-8.03667021453767,-6.86976988626911,-0.801757715860216,-7.19868911923578,2.1049470962801
"5",-2.28686810549486,-4.68193462251917,2.02412068096595,-5.86169084830421,0.12482359351248,-6.99714064310097,-6.01446602446715,1.30086805263521,-8.83845356147606
"6",-2.43024004661062,-8.26921595681077,-6.84945432747622,-3.27105549232429,-6.13654780808722,-2.82062272672027,-4.55293479965732,-6.88792742003911,-7.77490089833004
"7",-1.93213744764783,-7.66857485826275,-8.90704201638175,0.203451263139387,-0.109851505081717,-3.21432536636968,-2.84970525261156,-5.85340534491579,-11.1734276874086
"8",-5.06542024192212,1.71162083582479,-8.97225298049898,-5.80666486931377,-2.99368824607591,-3.18232348137633,1.24769215743474,-0.565019097239671,-5.52943632037339
"9",-3.79763461274367,-3.91007865239925,-7.36212701708005,-1.98996390093357,-2.51058537199923,-8.31966813803004,-0.724385979798621,-0.939821683341545,-13.6594846987838
"10",-3.14975498035067,-3.64642742785907,-11.2562374805659,-0.862738974554554,1.47635902852302,0.773827794098194,-1.88787018984533,-6.6345643440672,-1.60855610906294
"11",-2.72826537421517,-2.73699008114956,-9.9316077644968,-1.61037433450843,-5.1264959360413,-7.79986145674706,-4.34237654632131,-2.02699101805529,-14.6190919097654
"12",-3.47893592761877,-6.8447152545574,-8.37048424807827,-4.91550132602232,-2.27447234895098,-6.95959960362775,-6.20253928512245,-1.90313117996285,-14.2141506214578
"13",-3.61437367367714,-0.673912965342553,-8.38940907502933,-1.38317307122065,-5.91295001903088,-4.85297541990821,-5.85049034148682,-4.20237976948104,-0.776343587736195
"14",-0.134966027733909,-0.0736324917058522,-3.20199632669221,-2.82707093449048,-5.29210316075143,-1.50398708744207,-1.4653454676202,-2.13728457982027,0.386996533079381
"15",-1.09045207573804,-2.99635010841831,-3.18646453238506,-4.40655697486042,-4.592139907722,-1.53915586423573,-4.44071871190711,0.0663451208928575,-10.5773003835795
"16",-6.57736424837427,-0.572060496076616,-11.1230702286166,0.303366656467749,3.49260331872794,-2.3257421169646,-3.95997559548913,-2.29957217214551,-5.90677751392599
"17",-4.6392451364558,-5.9043068333429,-2.05092371191122,-1.68956870190975,-3.97610453546975,-15.1053626587799,-5.25166170385548,-1.02072679675069,-11.3283057804736
"18",-6.50121817906887,-0.0587809917232893,-0.7664319121078,-3.58268348913013,-1.63216769164571,-7.79217231944015,-5.25517644892916,-4.89646522935362,-7.16050017389503
"19",-1.44536118979071,-8.03739402217778,-0.318650912761285,-3.49225165141464,-4.03272424279196,-9.55244356352466,-5.23180955942195,-9.93738527026925,-6.56281919800857
"20",-3.92011071555544,0.437271988470939,0.693789395319386,-2.22255496254345,-0.799177791923951,-1.87377476167121,-2.39051002021206,0.161578035894077,-8.18139771593786
"21",0.296055426659552,-0.482108759187648,-6.00063022252472,-0.939355480257482,-5.09958769310788,-9.4376790388324,-3.16747459141156,-6.91096986059784,-3.05794922384375
"22",1.17518804450874,-4.39598938576206,-7.27050481527195,-5.6813921999142,-8.6031811282638,-7.6314283427038,-2.89987471143445,0.7742992500497,1.49555838613124
"23",-1.55890691888223,-2.83333258493663,-10.0315748082975,-0.892672081031495,-2.74649732026288,3.7381041129658,-5.13160427180452,-4.30539427179079,-4.15083887501367
"24",-3.07808713860336,-6.21827955347072,-10.3852768596722,-2.90339441913656,0.54128340683857,-10.9253425195901,-0.648767088780944,-1.05505849572295,-6.85279016509287
"25",-3.69773387320077,-1.87333791199793,-11.2684537143772,-4.01632362025977,-4.26523929611415,-4.51163509322526,2.22182682330729,-0.399670967612356,-2.95995399253402
