"","ex=0.2,uc=-0.07","ex=0.2,uc=-0.08","ex=0.2,uc=-0.09","ex=0.3,uc=-0.07","ex=0.3,uc=-0.08","ex=0.3,uc=-0.09","ex=0.4,uc=-0.07","ex=0.4,uc=-0.08","ex=0.4,uc=-0.09"
"1",-1.03541111022823,-1.00462947234874,-0.174818118995944,0.166518003804008,-0.18751059390938,0.527932363240893,1.34238440935508,1.51557320297595,0.736722292134254
"2",0.715461901081864,0.0164341249434168,0.776545486547004,0.0517820028823051,-0.913884028973482,0.885102774515017,2.07495439471031,-2.11190209350032,0.863789253407157
"3",0.309180596797144,0.285537248007325,1.13407056827584,-0.482501238543524,1.07187262978217,1.00216326138065,-0.710148767355391,1.09237147209764,-0.688767273336294
"4",-0.214633185713114,-1.09196070144221,-0.104780161076382,-0.575371385534178,-0.338499036618436,0.916719103884786,-0.865630961896549,0.33644025955389,-0.0351211678218342
"5",0.0915827317830226,1.4226618807797,0.456304979680251,1.96008880201581,0.205726513914918,-0.728908284317983,-0.735583370111111,0.319522001173502,0.148056887654638
"6",0.996136729892761,-0.640431303062042,0.727110993711591,0.15418583632268,0.654834749138419,0.958427789926678,-0.519015727992172,0.472153025753845,-0.329869633876493
"7",-0.0863685330732877,0.259069675445266,1.70935977835817,0.51953219569815,0.455824656061618,0.743073853196413,-0.551484484244738,-2.07909621387061,0.49649704929743
"8",-1.23410206735868,-0.24538906554041,-0.183843534315135,-0.512727231514291,-0.552164464001852,0.928250211338224,0.806605887071213,-0.331636037061789,1.91764666313325
"9",1.87519456929755,-0.163872443399549,-0.825436625432349,-0.921433821529868,0.659759253448805,1.00519944953663,2.09513782337308,-1.25082946248754,1.37571604587487
"10",1.06152012312618,-0.227446085549631,-0.138065525780383,0.493756145375877,0.930902774896047,0.596225974257176,1.31638587289028,-0.966211925905761,0.677904518766269
"11",-0.925456321009374,-0.175422438156296,1.18364560568658,1.02163854329189,-0.468137810291701,1.64900615201992,1.17727872890332,1.0462482890615,-0.699171185680591
"12",0.474308622988456,0.427326188865088,-0.862049021799059,-0.969679366072714,0.197122058967515,-1.19677958066364,0.0300444304315681,0.107815404350073,1.36494686248422
"13",0.685219028963947,0.0116105494807967,0.811282329583375,-0.810304973382148,1.06292829705447,0.804457322678124,-0.544136367014007,-0.203654027278787,0.355224706448776
"14",0.704128606306138,0.96283035935684,0.838862576538904,0.783606868448764,0.0373934360640047,-1.78654328838471,0.535417790568549,1.16618572412351,-0.04113244405503
"15",1.00611840377418,0.777065773173375,0.303129112654054,0.90785205522019,1.46677984503156,-0.0075334370227443,1.66254761211272,0.334728586493908,0.963489699609398
"16",0.402855911398732,0.109338343259298,1.83345978461633,0.663416552245595,1.03191055251345,-0.84317132387238,-0.485297004660578,0.18160438582203,1.00391692575676
"17",1.07300917112473,0.971257629422639,0.511910707216104,0.459008247850009,-0.0391171747435786,-0.0811678089780249,0.938023886957989,0.0219932325105007,-0.239268059706324
"18",-0.487667920868392,-0.433781494675321,0.353211990498211,0.631564734108757,1.04976506503017,0.836296812749219,-0.164859528761641,-0.121562557887378,2.42912331146054
"19",-0.729813196157829,0.590840147595286,0.586152213258699,0.433022578727985,-0.969261456604877,0.9543895538656,3.39163433688702,0.611717066172713,1.8926522453245
"20",1.3969844820189,0.521541772823468,-0.00804229291989873,1.01180510286933,2.15203610321499,-0.279156510434575,-0.0434131688820936,1.07317211355696,-0.166913442805647
"21",-0.476964108740982,-0.663731724757017,0.54893006410424,1.39011560073435,0.231895350070212,0.305219119742207,0.502281615186572,0.735406411968753,0.702524824153231
"22",0.849688371959634,-0.770287696438645,0.165181406107738,-0.300247544876471,0.711162670360716,0.75025992104537,1.15799798434747,-0.196002534824656,-0.303252572798398
"23",0.426825342397745,0.0244901106031353,-0.250285896462948,0.297806433329865,-0.0336171833709721,0.428182243884369,0.177159915174441,0.554362066977411,0.846446630394719
"24",0.0397232241064772,-0.758713117224253,0.771396137993928,-0.77609194124866,0.275298724450897,-0.613242107616545,-0.666015754759284,0.148279337256393,0.898635907873032
"25",-1.44202697484822,0.442978709805188,0.402022984616924,-0.170914332290603,-0.659102088875187,0.557274167534123,-0.994321016098908,0.504162048611751,0.820425488886943
"26",0.977404927581133,-0.854799204779778,0.390575939413236,0.442100429582607,-0.489839539825723,0.459117622339637,0.817276719115873,1.89566119051537,0.0258219984601456
"27",0.0905715067631084,0.749838689662515,-0.254676800728282,-0.595339221795338,0.182091581894271,0.338528076864152,0.247147274271387,0.760445333729072,1.67190841769638
"28",1.75491609993792,0.788810973085777,1.11417954897399,-0.249604234704242,-0.980476224375659,-0.519982266761631,1.81364443080693,0.564450815887613,-0.297375159854757
"29",1.02846804706504,-0.745038733884722,-1.16992709825702,-0.762177772952752,-0.164347453127979,2.27355530736945,0.975198837948344,-0.483848459789182,0.962077388489017
"30",-0.347013752798132,0.0230109443920358,-0.81320629606972,0.427464461311461,-0.00878122684081772,-0.598290517623709,0.972070355319138,1.56567408626584,1.3177207017716
"31",-1.23853381895353,0.268401130035582,1.23829522744049,1.05663260819725,1.38425663444013,0.431166259153497,0.972747764482374,-0.109252586973818,-0.131150894554277
"32",-0.28302431211556,-0.249915102127224,0.682252197282227,-0.708515424789806,1.03672072300262,-0.645931677133034,-0.938642321101885,1.72226082611808,0.269332118104619
"33",0.402912480485274,0.426104687696021,1.11980584918405,0.555804635125724,-0.278075530813483,0.533258988871536,-0.0564478039543914,1.39393481650091,-0.773470181284852
"34",-0.0823877312585037,-0.435229437098492,0.574730093608764,0.0343376952691309,1.80995493742398,0.858098740707492,0.858182501500739,1.19993305705352,-0.0687146201142416
"35",0.0866075162009825,-0.167902111973853,0.991517931581204,-0.229885751653288,1.07331525484556,0.988266467788926,0.741099051010961,0.0351915873725809,0.795166941270494
