"","pp=0.3,uc=-0.07","pp=0.3,uc=-0.08","pp=0.3,uc=-0.09","pp=0.5,uc=-0.07","pp=0.5,uc=-0.08","pp=0.5,uc=-0.09","pp=0.7,uc=-0.07","pp=0.7,uc=-0.08","pp=0.7,uc=-0.09"
"1",-25.3393024788834,0.194105888054271,0.242129767756044,9.2253879116969,0.588767035283459,1.66358080847626,-28.7752168276468,-1.25981375764039,0.304434908048559
"2",19.5659988832296,-0.435863253008657,-0.886455741285842,17.7928484004845,-0.503693272053262,0.0359972634836165,-8.75292163357473,0.0551754001485562,1.09896300530777
"3",1.91649323443515,0.766937103893245,-1.75926723266142,3.55600565021545,1.39879168423102,-0.317041579982081,-48.4208891623526,1.51073117618161,1.4926136307175
"4",-1.10266135788371,0.697064194400384,0.0401131461338958,2.41800841268573,0.871781195937069,-0.118961387887439,-29.2922368197513,-2.0427173800814,1.19205003421123
"5",3.32167105649768,-0.261131235800721,-0.430023270697804,-14.0544303468914,0.850338506555613,-0.391182849365397,15.6419555216276,1.34336892005339,0.327605212755936
"6",-4.85557120525464,1.16827122113338,0.91654720481555,0.581951936269045,-0.615793584601668,-0.112329090177515,8.96095521042959,0.735188798687159,-1.37716836413269
"7",-3.87519912032558,0.716769150844976,0.634790951306317,-27.6387238457398,0.393647004419729,0.754110731243829,23.6069533893551,-0.179540078387618,0.0387878762782545
"8",6.31628447769045,-0.00778071661102824,-0.411894422921628,-21.6369771117466,0.710871433941386,0.744674892899431,13.1923612689407,0.995098002855464,0.310418616161041
"9",-7.34913904924322,0.030702342789791,-0.417040579206355,-5.58296943959358,-0.456709418877643,-1.24987891851473,1.56231255156407,2.1251246881809,1.10379757327235
"10",-34.4789957090489,0.278910965981244,0.585865761482251,3.03950691084747,-0.564871721950913,-0.293204902444263,-44.0717999838987,0.66706145804722,0.113433178745554
"11",1.23190949318984,-1.50811179807224,-0.395982185251593,31.6495408029566,-1.86089944291504,-1.32941108690448,-16.955927713179,0.101720411641003,1.34373495464431
"12",-2.3546067339844,-2.20139844326025,0.854594308638388,-13.714635637078,-0.0671105016856938,-0.64110831484626,47.0642722869761,-1.14252581781727,-0.810241046299061
"13",-0.929091517312837,1.06101316025581,0.616522024324489,20.9511916925381,-1.75500208451425,-1.06304789802095,-10.6403274371251,-1.0180888824263,0.364679171761364
"14",14.4744177778408,-0.723077718514537,0.611980973125927,-15.8468489426957,-3.14197756973241,-0.86479335569047,12.6428922695442,1.28416615348108,-0.0191087995408135
"15",12.3944147913926,-0.376336470193828,0.29711065829066,-6.41566802170755,-0.686722467639064,-1.13959090406361,-29.6974733456392,1.32180072025823,-0.527756328419824
"16",5.96285393910735,0.300506881240822,-0.907153838869141,-28.1169723578682,-1.71044272058519,-0.201253314474253,-3.25044148947378,-1.58083808948589,0.082486141291599
"17",25.1075039526354,0.48132765433016,0.273508253996424,1.83901746386867,1.33939806841531,-1.40715556634927,7.62960265904779,-0.89870780470134,0.133689548971155
"18",-4.3387369923396,0.624875637647022,-0.571294597284909,4.79343419499774,-0.0891379504966733,-0.949630667054862,-5.67073312324717,-1.27479692573324,0.882283864601759
