"","size","Ideal.model","Conventional.model","IV.model"
"1","1000",4.06145104229981e-13,-1.59662691030909,-3.31536080230622
"2","5000",4.22244763887163e-13,-1.34052351318778,-0.0204942710156446
"3","10000",4.28660864414748e-13,-1.16728718708106,0.336329861920311
"4","40000",4.27650922665036e-13,-0.524637897481764,-0.0717302071211254
